#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         486    -6.54441    -6.62696   0.0183678
         487    -6.54406    -6.62679   0.0183309
         488    -6.54345    -6.62662   0.0182941
         489     -6.5432    -6.62645   0.0182575
         490      -6.543    -6.62628    0.018221
         491    -6.54221    -6.62611   0.0181847
         492    -6.54211    -6.62594   0.0181486
         493    -6.54173    -6.62577   0.0181126
         494    -6.54108     -6.6256   0.0180767
         495    -6.54146    -6.62543    0.018041
         496    -6.54124    -6.62526   0.0180054
         497    -6.54172    -6.62509     0.01797
         498    -6.54095    -6.62492   0.0179347
         499    -6.54056    -6.62475   0.0178995
         500    -6.54022    -6.62458   0.0178645
         501    -6.54059    -6.62441   0.0178297
         502    -6.54035    -6.62425   0.0177949
         503    -6.54115    -6.62408   0.0177603
         504    -6.54166    -6.62392   0.0177258
         505    -6.54224    -6.62375   0.0176915
         506    -6.54286     -6.6236   0.0176572
         507    -6.54322    -6.62344   0.0176231
         508    -6.54331    -6.62328   0.0175891
         509    -6.54377    -6.62312   0.0175553
         510    -6.54364    -6.62297   0.0175215
         511    -6.54389    -6.62281   0.0174879
         512    -6.54484    -6.62266   0.0174544
         513    -6.54617    -6.62251    0.017421
         514    -6.54724    -6.62236   0.0173878
         515    -6.54771    -6.62222   0.0173546
         516    -6.54791    -6.62208   0.0173216
         517    -6.54914    -6.62193   0.0172886
         518    -6.54913    -6.62179   0.0172558
         519    -6.55015    -6.62166   0.0172231
         520    -6.55122    -6.62152   0.0171906
         521    -6.55234    -6.62139   0.0171581
         522    -6.55352    -6.62126   0.0171257
         523     -6.5541    -6.62113   0.0170934
         524    -6.55538      -6.621   0.0170613
         525    -6.55672    -6.62088   0.0170292
         526     -6.5581    -6.62076   0.0169973
         527    -6.55986    -6.62065   0.0169654
         528    -6.56135    -6.62053   0.0169336
         529    -6.56289    -6.62042    0.016902
         530    -6.56382    -6.62032   0.0168704
         531    -6.56513    -6.62021    0.016839
         532    -6.56649    -6.62011   0.0168076
         533    -6.56821    -6.62002   0.0167764
         534    -6.57031    -6.61992   0.0167452
         535    -6.57212    -6.61983   0.0167142
         536    -6.57397    -6.61975   0.0166832
         537    -6.57619    -6.61967   0.0166523
         538    -6.57779    -6.61959   0.0166216
         539    -6.57975    -6.61951   0.0165909
         540    -6.58174    -6.61944   0.0165603
         541    -6.58345    -6.61938   0.0165298
         542     -6.5855    -6.61932   0.0164994
         543    -6.58823    -6.61926   0.0164692
         544    -6.59066    -6.61921    0.016439
         545    -6.59181    -6.61916   0.0164089
         546    -6.59363    -6.61911   0.0163789
         547    -6.59645    -6.61907    0.016349
         548    -6.59862    -6.61903   0.0163192
         549    -6.60081      -6.619   0.0162895
         550    -6.60301    -6.61897   0.0162599
         551    -6.60521    -6.61894   0.0162304
         552    -6.60774    -6.61892    0.016201
         553    -6.61026    -6.61891   0.0161718
         554    -6.61279     -6.6189   0.0161426
         555    -6.61498    -6.61889   0.0161135
         556    -6.61685    -6.61889   0.0160845
         557       -6.62    -6.61889   0.0160556
         558    -6.62281    -6.61889   0.0160269
         559    -6.62431     -6.6189   0.0159982
         560    -6.62644    -6.61892   0.0159696
         561     -6.6279    -6.61893   0.0159412
         562    -6.63064    -6.61895   0.0159128
         563     -6.6327    -6.61898   0.0158846
         564     -6.6344    -6.61901   0.0158564
         565    -6.63673    -6.61904   0.0158284
         566    -6.63902    -6.61907   0.0158005
         567    -6.64128    -6.61911   0.0157727
         568    -6.64285    -6.61915   0.0157449
         569    -6.64471     -6.6192   0.0157173
         570    -6.64653    -6.61925   0.0156898
         571    -6.64798     -6.6193   0.0156624
         572    -6.64907    -6.61935   0.0156351
         573    -6.65044     -6.6194   0.0156079
         574    -6.65209    -6.61946   0.0155809
         575    -6.65337    -6.61952   0.0155539
         576     -6.6546    -6.61958    0.015527
         577    -6.65579    -6.61964   0.0155002
         578     -6.6579    -6.61971   0.0154735
         579    -6.65932    -6.61978    0.015447
         580    -6.66101    -6.61985   0.0154205
         581    -6.66201    -6.61992   0.0153941
         582    -6.66328       -6.62   0.0153679
         583    -6.66548    -6.62007   0.0153417
         584     -6.6673    -6.62015   0.0153156
         585    -6.66844    -6.62024   0.0152897
         586     -6.6692    -6.62032   0.0152638
         587    -6.67025    -6.62041    0.015238
         588    -6.67092    -6.62049   0.0152124
         589    -6.67188    -6.62058   0.0151868
         590    -6.67279    -6.62067   0.0151613
         591    -6.67301    -6.62076   0.0151359
         592    -6.67319    -6.62084   0.0151106
         593    -6.67431    -6.62093   0.0150854
         594    -6.67506    -6.62103   0.0150603
